Order_ID,Date,Region,Product_Category,Price,Quantity,Marketing_Spend,Economic_Index,Competitor_Price,Sales,Profit,High_Performer
304,2022-09-14,North,Electronics,141.79,6,447.57,90.18,133.95,846.06,327.85,0
305,2022-05-16,South,Electronics,127.04,10,4860.51,93.25,126.13,1193.18,275.76,0
306,2022-08-25,North,Clothing,242.4,17,2631.21,80.22,194.66,3889.29,1386.53,0
307,2022-12-19,East,Electronics,176.04,17,1170.7,95.87,143.96,2859.73,575.28,0
308,2022-11-01,South,Clothing,312.36,19,4411.33,102.99,253.6,6143.11,2528.94,1
309,2022-11-29,West,Furniture,465.42,13,2033.42,96.87,448.85,6543.69,2049.38,1
310,2022-09-25,East,Grocery,340.56,1,4136.57,118.2,384.31,306.61,58.93,0
311,2022-12-09,East,Clothing,361.61,15,391.67,104.15,388.6,5005.94,1335.05,0
312,2022-05-07,East,Clothing,334.71,5,693.02,96.76,368.33,1529.94,498.99,0
313,2022-05-23,East,Grocery,377.43,2,3376.01,107.15,356.58,768.99,314.55,1
314,2022-07-29,North,Furniture,78.05,9,3101.61,114.95,85.04,649.12,100.88,0
315,2022-06-15,West,Furniture,416.22,8,4118.06,107.8,421.63,3295.69,1241.64,0
316,2022-12-23,North,Grocery,70.27,17,1158.65,98.66,79.17,1091.26,281.93,0
317,2022-04-17,South,Electronics,220.67,3,480.31,101.7,252.6,673.95,246.79,1
318,2022-10-15,East,Furniture,412.99,12,4591.51,97.24,383.06,5037.32,1695.92,1
319,2022-11-09,West,Clothing,23.44,1,2676.48,100.47,20.3,24.12,9.85,1
320,2022-11-17,East,Grocery,179.48,19,224.69,105.83,189.31,3301.41,1206.43,0
321,2022-05-06,West,Clothing,302.03,17,3417.89,104.23,285.68,4844.89,749.5,0
322,2022-11-17,South,Clothing,61.58,17,788.71,99.42,49.94,1047.95,218.04,1
323,2022-09-17,East,Clothing,58.66,14,251.68,95.52,50.68,742.93,126.0,0
324,2022-09-02,West,Electronics,151.73,5,4193.85,94.82,144.13,754.71,232.13,0
325,2022-10-01,West,Furniture,415.09,17,532.19,104.28,357.24,6394.49,790.6,0
326,2022-10-05,West,Electronics,275.29,5,2441.6,101.29,238.77,1306.77,250.06,0
327,2022-02-11,North,Furniture,415.14,13,1053.66,82.31,388.98,5148.83,867.62,0
328,2022-12-25,East,Furniture,276.97,1,2944.29,85.57,270.77,283.96,90.7,1
329,2022-09-30,South,Grocery,369.94,18,3154.69,102.78,387.8,6261.19,1739.56,0
330,2022-10-11,West,Furniture,427.75,5,2760.82,89.11,507.15,2313.91,721.75,1
331,2022-06-22,North,Furniture,234.65,11,2791.68,82.31,251.61,2563.99,997.52,0
332,2022-03-11,North,Electronics,82.91,19,2613.22,83.75,91.35,1572.75,532.29,0
333,2022-08-16,North,Furniture,150.03,1,2857.29,97.65,156.38,162.6,61.71,1
334,2022-06-28,West,Furniture,448.28,18,2272.93,104.08,464.67,8563.85,2953.45,1
335,2022-11-25,South,Clothing,39.14,13,2251.83,113.88,45.3,464.31,69.1,0
336,2022-11-21,West,Furniture,260.11,14,1181.65,109.36,287.43,3954.2,1747.01,1
337,2022-11-19,North,Furniture,349.34,10,3199.47,105.78,394.03,3377.01,768.8,0
338,2022-10-13,East,Furniture,479.15,15,4953.68,88.03,573.95,6597.62,2281.94,0
339,2022-03-08,West,Furniture,371.56,5,3728.33,85.71,409.22,1957.7,598.35,1
340,2022-05-07,West,Grocery,443.37,3,3106.66,83.54,441.17,1217.75,311.27,0
341,2022-12-24,East,Clothing,160.01,8,643.89,112.33,188.66,1170.57,158.01,0
342,2022-05-03,East,Clothing,435.78,2,476.62,100.02,487.12,907.66,375.97,1
343,2022-01-13,South,Grocery,336.76,2,1476.92,112.14,394.58,660.73,134.57,0
344,2022-08-09,East,Clothing,295.8,7,1207.54,105.62,352.47,2113.43,722.91,1
345,2022-11-09,West,Furniture,382.21,17,3626.98,114.68,375.17,6915.27,2295.95,1
346,2022-05-28,North,Furniture,344.48,14,2369.55,89.39,317.36,4620.17,1183.2,0
347,2022-09-17,East,Furniture,80.01,8,1429.91,99.87,73.11,593.2,128.56,0
348,2022-03-16,West,Furniture,143.06,17,1656.18,80.01,143.69,2211.58,618.06,0
349,2022-10-21,South,Electronics,448.91,18,2388.14,93.61,527.99,7405.95,1053.39,0
350,2022-05-01,East,Furniture,186.51,19,2868.42,114.66,191.87,3832.38,1037.77,1
351,2022-03-24,West,Grocery,455.87,16,4687.97,107.01,385.85,6626.25,1426.21,0
352,2022-11-12,South,Clothing,320.03,10,781.67,90.17,368.1,2997.27,898.88,0
353,2022-01-11,North,Furniture,475.88,15,4725.51,90.76,471.2,7329.97,1620.19,1
354,2022-04-11,West,Clothing,254.3,7,2551.97,97.31,250.0,1676.45,477.13,0
355,2022-08-24,West,Electronics,11.41,7,3861.08,96.66,12.88,85.48,34.16,1
356,2022-11-25,South,Furniture,436.18,1,4001.58,110.16,355.22,427.0,84.09,0
357,2022-10-19,South,Furniture,371.91,6,3259.68,95.81,403.63,2097.24,361.05,0
358,2022-09-09,East,Grocery,31.07,13,384.65,84.46,31.27,385.18,75.31,0
359,2022-02-15,South,Clothing,128.53,6,1752.99,80.77,109.21,757.83,219.13,0
360,2022-04-21,South,Electronics,171.82,12,3016.15,80.4,169.35,2252.96,801.83,1
361,2022-08-18,North,Grocery,383.53,16,3887.32,100.85,456.56,5676.94,1974.24,0
362,2022-07-06,West,Furniture,197.46,9,689.02,90.62,159.36,1703.71,362.6,0
363,2022-01-07,South,Clothing,180.57,12,106.63,91.99,191.15,2372.3,705.14,1
364,2022-06-09,East,Electronics,450.29,1,3070.12,91.65,397.54,418.98,67.8,0
365,2022-06-06,East,Electronics,130.84,13,3762.48,98.95,107.7,1856.59,515.38,1
366,2022-05-13,South,Electronics,270.06,18,3258.5,102.45,299.98,4574.28,952.15,0
367,2022-07-18,West,Electronics,78.99,10,1644.22,91.05,94.21,794.24,177.08,1
368,2022-12-17,West,Grocery,340.32,11,4068.31,117.9,318.18,3912.01,1262.46,1
369,2022-06-08,East,Grocery,356.78,18,3481.47,117.22,356.4,6075.63,2165.13,0
370,2022-06-10,East,Furniture,479.39,2,1285.28,100.02,513.83,877.52,249.58,0
371,2022-03-27,West,Grocery,382.82,14,2778.23,97.31,312.98,5001.18,1307.93,0
372,2022-08-23,West,Grocery,340.43,17,4907.84,111.73,388.61,5488.67,904.39,0
373,2022-09-29,West,Furniture,321.9,16,2092.7,118.12,324.81,4861.13,1298.08,0
374,2022-10-01,North,Grocery,300.84,6,3149.48,119.25,263.55,1910.7,499.89,1
375,2022-12-20,South,Electronics,352.17,11,2655.15,119.09,388.42,3611.77,917.94,0
376,2022-12-18,East,Furniture,161.9,1,2345.35,111.25,191.7,170.43,45.6,1
377,2022-02-13,West,Grocery,15.93,10,3943.66,95.08,16.26,169.02,71.96,1
378,2022-06-19,South,Grocery,167.62,2,2621.95,112.33,151.11,318.19,90.05,0
379,2022-12-30,South,Clothing,334.59,10,4516.78,86.15,400.18,3650.3,1311.72,1
380,2022-03-30,East,Furniture,382.89,17,3213.67,83.63,311.31,5933.4,1449.39,0
381,2022-12-12,North,Furniture,184.99,18,4962.97,95.45,190.45,3273.6,711.47,0
382,2022-09-14,North,Clothing,103.88,13,4874.42,81.1,118.0,1418.45,546.41,1
383,2022-07-12,East,Clothing,95.86,2,3429.79,89.0,93.23,200.12,63.49,1
384,2022-05-29,South,Clothing,263.18,19,1484.23,94.12,304.67,5446.96,1554.04,1
385,2022-05-12,West,Electronics,413.35,15,2768.08,88.18,372.89,5946.88,1490.4,0
386,2022-02-15,East,Electronics,111.47,4,1546.68,115.18,109.68,409.76,68.51,0
387,2022-07-08,South,Clothing,366.11,10,4141.46,100.63,360.73,3328.21,919.2,0
388,2022-12-31,West,Grocery,28.41,9,100.06,96.66,28.67,232.91,29.74,0
389,2022-04-13,South,Clothing,159.06,3,4425.4,82.08,139.41,459.05,102.91,0
390,2022-08-27,West,Clothing,213.81,13,2170.88,92.12,198.87,2897.76,775.97,1
391,2022-07-25,West,Grocery,71.42,16,4519.51,112.27,85.28,1200.91,425.36,1
392,2022-05-29,West,Furniture,83.3,16,484.43,101.78,90.28,1244.19,236.37,0
393,2022-01-09,East,Electronics,141.73,10,2461.15,94.47,167.2,1454.81,567.57,1
394,2022-12-23,West,Furniture,60.23,1,3571.6,86.88,71.61,59.62,21.56,0
395,2022-09-28,West,Grocery,360.02,6,4612.87,107.78,393.0,2316.38,901.9,1
396,2022-09-08,North,Clothing,35.43,9,1792.18,93.42,42.21,341.6,105.57,1
397,2022-03-17,East,Furniture,338.82,13,4740.74,99.85,322.62,4107.78,772.42,0
398,2022-05-08,North,Furniture,454.22,17,223.45,113.56,365.45,8036.33,1904.87,1
399,2022-07-08,North,Electronics,57.78,19,3560.35,101.37,58.72,1082.4,355.87,0
400,2022-12-02,East,Grocery,432.69,13,4811.42,108.58,511.01,5317.59,953.31,0
401,2022-03-30,North,Clothing,87.06,4,3162.64,92.66,98.08,348.36,134.47,1
402,2022-07-25,North,Grocery,316.19,3,4268.33,119.28,332.38,900.66,300.64,0
403,2022-04-23,North,Clothing,19.7,11,1038.0,96.47,23.13,213.69,45.62,0
404,2022-03-10,South,Electronics,43.49,1,1500.22,97.31,46.72,42.04,15.45,0
405,2022-02-16,East,Furniture,196.91,1,3244.5,106.86,207.32,185.05,50.43,0
406,2022-11-06,East,Clothing,304.54,18,4712.23,116.59,245.03,5427.04,1066.76,0
407,2022-11-18,West,Grocery,485.63,5,4896.89,102.22,425.38,2468.07,911.89,1
408,2022-06-26,North,Electronics,204.83,3,1106.13,99.32,185.87,588.37,138.96,0
409,2022-01-22,North,Electronics,80.53,7,943.34,117.02,66.63,555.87,139.19,0
410,2022-03-25,East,Furniture,55.13,2,1410.27,80.6,65.38,104.76,23.7,0
411,2022-12-18,South,Grocery,308.9,9,2676.21,89.98,247.37,2598.91,865.74,0
412,2022-09-23,West,Furniture,310.01,19,4426.67,88.11,320.87,6127.07,1791.81,1
413,2022-10-11,East,Electronics,317.47,13,2956.34,90.12,311.15,4504.79,1699.16,1
414,2022-08-25,West,Grocery,312.45,6,4887.33,84.08,251.0,1849.81,690.25,0
415,2022-12-07,North,Grocery,458.13,15,1367.69,97.38,499.08,6197.18,1263.89,0
416,2022-09-30,North,Furniture,277.97,9,1285.91,108.56,232.54,2351.25,411.18,0
417,2022-02-16,South,Grocery,24.46,1,1150.59,90.83,21.99,22.32,5.4,0
418,2022-11-14,North,Furniture,307.3,11,3014.54,94.89,286.78,3640.54,1353.25,1
419,2022-06-13,North,Grocery,467.03,13,3955.17,95.9,469.57,5771.87,929.77,0
420,2022-09-21,North,Clothing,43.54,10,2194.73,88.25,48.77,420.96,84.34,0
421,2022-12-19,East,Electronics,448.72,9,271.54,111.49,432.81,4340.33,1401.97,1
422,2022-08-18,South,Clothing,219.52,4,2721.62,85.78,244.46,863.94,249.26,0
423,2022-05-19,East,Grocery,303.43,13,1575.13,100.11,249.57,3937.62,839.41,0
424,2022-07-26,South,Grocery,147.71,3,2107.39,106.21,133.54,412.95,132.85,0
425,2022-05-13,East,Electronics,395.4,18,4420.28,112.57,424.68,6562.61,1880.69,0
426,2022-07-15,South,Furniture,463.03,10,2724.21,94.28,435.95,4934.61,1425.46,1
427,2022-11-07,South,Electronics,115.87,5,1701.04,94.18,116.13,630.46,181.31,1
428,2022-08-01,North,Clothing,452.74,6,2811.52,100.13,397.3,2911.4,913.75,1
429,2022-03-17,North,Grocery,430.79,3,2131.13,80.53,395.63,1281.83,400.15,0
430,2022-06-09,West,Grocery,350.04,15,2497.94,97.18,383.73,5631.69,1922.83,1
431,2022-04-18,South,Grocery,262.32,1,1791.63,96.57,286.7,282.34,118.58,1
432,2022-04-25,West,Clothing,118.96,9,1138.28,92.44,103.11,1015.74,316.07,0
433,2022-04-28,South,Clothing,117.58,8,4932.61,96.59,129.52,1010.54,318.41,1
434,2022-06-24,East,Electronics,379.26,18,1705.01,101.87,390.7,6174.26,787.84,0
435,2022-02-17,West,Clothing,306.76,7,799.93,107.68,270.72,2100.9,427.83,0
436,2022-01-07,West,Electronics,388.76,7,2154.43,80.72,434.29,2486.79,595.86,0
437,2022-07-26,West,Electronics,443.95,11,3474.29,90.13,356.93,5101.73,1648.46,1
438,2022-11-17,East,Electronics,237.88,16,1096.84,85.1,217.47,3830.07,1157.81,1
439,2022-05-27,West,Furniture,428.94,13,2473.29,80.53,413.45,5740.99,2377.98,1
440,2022-02-17,East,Clothing,111.9,8,4399.02,95.58,113.77,978.99,429.96,1
441,2022-11-09,North,Grocery,491.04,18,1939.8,112.15,477.97,9717.54,3426.08,1
442,2022-08-09,East,Grocery,228.73,3,1817.55,94.9,189.27,668.29,192.87,0
443,2022-11-27,South,Clothing,331.8,11,4653.51,95.17,375.78,3899.65,1437.34,1
444,2022-06-08,North,Clothing,404.2,15,338.42,103.24,392.25,6121.28,1851.6,1
445,2022-11-14,North,Clothing,403.47,17,171.68,88.29,437.88,6703.47,1679.27,0
446,2022-08-08,South,Furniture,201.47,17,1365.33,104.22,196.08,3612.89,973.87,1
447,2022-09-02,South,Furniture,319.87,10,1603.83,96.6,347.1,3125.92,830.2,0
448,2022-11-09,South,Electronics,128.34,2,2181.77,116.31,128.7,240.65,82.7,0
449,2022-01-02,East,Electronics,75.49,19,4126.97,106.38,84.43,1368.87,309.69,0
450,2022-08-27,North,Clothing,322.01,3,3218.23,92.98,292.33,906.32,192.49,0
451,2022-09-26,North,Furniture,330.81,7,1396.71,106.48,372.48,2444.41,702.65,1
452,2022-11-22,East,Clothing,395.49,5,3764.41,86.02,350.75,1963.19,672.32,0
453,2022-04-06,North,Electronics,129.26,5,3187.2,114.32,143.94,637.14,223.36,0
454,2022-08-20,South,Clothing,370.75,7,4981.17,113.02,421.9,2464.99,608.49,0
455,2022-09-13,West,Clothing,483.96,12,1700.53,109.93,543.32,6223.35,1580.1,1
456,2022-06-12,East,Clothing,289.87,16,2114.84,85.2,234.5,4508.45,998.72,0
457,2022-10-31,South,Clothing,162.98,6,184.03,116.66,176.42,940.49,327.84,0
458,2022-09-13,South,Electronics,313.57,3,4698.23,96.59,301.32,920.12,342.65,0
459,2022-01-29,East,Clothing,380.8,11,3413.01,85.54,392.81,4246.99,1006.21,1
460,2022-05-19,East,Electronics,465.28,5,3202.06,98.77,454.68,2323.67,527.21,0
461,2022-06-19,North,Grocery,360.4,14,361.41,98.19,385.6,5224.74,1820.86,1
462,2022-03-16,West,Clothing,92.0,5,366.51,105.77,109.46,420.44,93.4,0
463,2022-11-17,East,Furniture,321.61,4,2127.75,88.17,262.74,1306.96,418.56,1
464,2022-05-22,East,Electronics,39.7,18,3917.6,104.39,42.87,762.86,219.41,1
465,2022-08-10,North,Furniture,456.0,13,853.09,102.9,415.33,6427.56,2179.29,1
466,2022-12-30,West,Furniture,183.91,8,425.99,89.23,214.49,1505.53,550.28,1
467,2022-11-14,West,Furniture,302.42,16,4328.68,115.44,265.73,5068.5,1887.98,1
468,2022-03-14,East,Furniture,498.65,5,4497.09,104.91,593.07,2475.78,557.3,0
469,2022-08-10,East,Electronics,72.69,7,2233.43,95.84,77.61,548.7,212.27,1
470,2022-01-11,South,Furniture,396.81,7,1132.89,89.17,391.91,2649.1,926.4,0
471,2022-02-21,South,Grocery,224.84,3,4927.99,86.64,190.17,608.25,182.55,0
472,2022-04-20,West,Grocery,318.98,10,1356.67,94.21,341.19,2910.78,862.57,0
473,2022-03-27,South,Grocery,450.14,18,1778.96,114.59,388.0,7426.29,1779.62,0
474,2022-01-11,North,Grocery,286.07,5,2444.63,111.22,263.6,1376.48,517.37,0
475,2022-11-12,North,Electronics,249.04,17,2264.56,119.37,238.65,4415.87,1636.96,1
476,2022-08-14,East,Grocery,234.63,13,1800.61,101.89,280.79,3150.38,1198.7,1
477,2022-11-15,North,Electronics,71.91,13,4948.31,115.58,68.22,877.89,225.45,0
478,2022-07-27,North,Grocery,331.47,12,2467.59,113.53,313.09,4263.83,1553.64,1
479,2022-10-22,East,Furniture,232.46,8,1062.45,118.06,202.28,1884.83,553.58,1
480,2022-12-12,West,Electronics,436.11,4,4854.15,117.29,478.25,1667.47,574.88,0
481,2022-04-30,North,Electronics,100.78,3,1171.68,87.31,113.91,289.39,51.92,0
482,2022-07-19,South,Furniture,283.8,6,1935.29,111.91,268.74,1562.13,350.85,0
483,2022-10-14,East,Clothing,290.88,5,958.1,106.91,258.36,1372.43,245.54,0
484,2022-01-13,South,Clothing,315.5,10,3983.71,105.09,347.09,2935.48,753.25,0
485,2022-09-30,South,Grocery,154.04,8,4611.62,81.6,141.19,1160.2,362.14,0
486,2022-07-06,North,Electronics,299.07,5,2384.87,110.42,257.74,1491.56,465.74,0
487,2022-10-13,East,Clothing,499.78,18,2049.54,113.1,433.95,8151.3,2385.79,0
488,2022-02-24,South,Furniture,326.83,19,3114.13,116.42,328.12,6211.43,2423.12,1
489,2022-06-29,North,Grocery,146.45,9,4211.98,86.43,118.62,1304.62,451.19,0
490,2022-09-28,North,Grocery,238.18,13,646.81,104.33,217.32,2894.2,801.19,0
491,2022-08-20,West,Electronics,107.92,19,3778.77,85.02,119.7,1942.64,434.52,0
492,2022-12-07,East,Electronics,419.18,6,1892.84,92.72,461.0,2480.44,927.35,0
493,2022-08-15,North,Furniture,215.11,17,1727.81,91.75,175.65,3757.06,1126.15,1
494,2022-01-06,East,Furniture,342.46,6,1548.71,104.78,356.11,2057.39,680.51,1
495,2022-06-26,East,Furniture,147.99,13,150.39,108.64,160.2,1971.1,435.79,1
496,2022-07-05,West,Furniture,146.28,14,486.8,97.71,132.3,1983.82,413.2,0
497,2022-07-27,West,Clothing,231.88,6,402.86,83.69,200.6,1417.77,541.13,1
498,2022-05-22,East,Furniture,229.9,2,1028.03,80.2,189.45,497.03,161.6,1
499,2022-12-26,North,Furniture,293.17,3,1541.91,84.59,344.94,929.49,320.46,1
500,2022-04-15,West,Furniture,335.13,15,2071.79,115.38,388.15,5438.27,2106.57,1
501,2022-07-02,West,Furniture,62.46,2,1004.7,93.68,60.71,133.18,55.24,1
502,2022-10-21,East,Clothing,344.26,14,3020.8,97.35,298.04,4449.99,1031.28,0
503,2022-04-23,East,Furniture,32.17,12,3691.7,106.35,37.73,410.85,135.46,1
504,2022-05-31,East,Furniture,352.85,8,2057.64,93.07,283.8,3007.14,861.27,1
505,2022-01-05,South,Clothing,58.38,5,681.67,119.22,51.72,266.64,56.77,0
506,2022-12-26,West,Electronics,25.9,11,2708.23,84.13,22.5,288.74,100.94,1
507,2022-08-08,West,Electronics,491.95,9,255.71,111.28,440.8,4112.56,1353.59,0
508,2022-12-11,West,Grocery,349.09,8,4948.22,102.98,298.52,2898.11,721.08,1
509,2022-12-01,East,Furniture,412.14,6,4489.83,111.76,355.81,2251.17,491.84,0
510,2022-05-21,North,Furniture,51.5,17,1855.84,116.52,52.85,819.89,270.18,0
511,2022-05-23,South,Furniture,413.58,13,2349.71,92.13,485.13,4966.41,736.46,0
512,2022-11-01,North,Grocery,216.17,2,260.03,99.02,208.2,403.05,86.89,0
513,2022-05-26,South,Furniture,172.73,14,4239.83,88.96,154.71,2424.22,599.12,1
514,2022-08-27,South,Electronics,334.27,17,3276.36,89.26,358.52,6182.89,2720.15,1
515,2022-11-13,North,Grocery,224.71,7,1351.15,84.23,211.66,1545.63,389.26,0
516,2022-08-27,South,Clothing,151.12,8,868.38,113.09,123.43,1189.44,423.38,0
517,2022-08-25,West,Furniture,357.96,3,1233.77,100.1,391.1,1172.26,480.59,1
518,2022-09-21,North,Clothing,34.61,12,4590.46,105.42,36.4,407.22,95.58,0
519,2022-05-26,South,Furniture,31.1,7,3684.33,112.98,26.7,232.16,78.04,1
520,2022-05-02,West,Furniture,126.2,12,1957.3,116.6,113.64,1618.67,563.42,1
521,2022-04-06,South,Furniture,144.45,10,2907.91,93.01,117.83,1378.62,510.08,0
522,2022-04-06,West,Furniture,483.22,4,1246.09,88.44,552.26,2056.73,726.7,1
523,2022-07-12,North,Electronics,206.1,16,3134.78,98.18,229.2,3625.86,1521.21,1
524,2022-09-27,East,Furniture,347.14,17,1592.01,87.92,286.84,6358.33,2321.94,1
525,2022-09-13,South,Electronics,459.3,2,937.59,96.73,506.57,991.72,425.1,1
526,2022-11-10,North,Grocery,176.87,9,356.72,86.38,165.24,1457.07,427.18,0
527,2022-03-26,West,Electronics,419.12,13,1592.55,90.58,382.22,5206.39,1898.07,0
528,2022-02-23,North,Furniture,114.71,16,2912.35,95.72,93.08,1865.95,760.57,1
529,2022-12-30,South,Furniture,163.72,15,297.26,103.53,157.02,2688.45,947.72,1
530,2022-11-11,North,Electronics,272.33,15,1430.31,116.17,258.68,4125.7,1633.41,1
531,2022-01-12,North,Electronics,211.14,11,4047.68,88.97,188.01,2469.97,644.24,1
532,2022-07-27,East,Furniture,104.69,15,4366.37,83.34,92.6,1649.68,691.34,1
533,2022-05-04,North,Clothing,381.95,3,2473.52,107.75,390.01,1080.83,345.51,0
534,2022-06-14,North,Clothing,382.48,6,1798.14,96.31,325.19,2144.01,387.35,0
535,2022-01-30,South,Furniture,202.04,2,1047.83,105.66,182.63,435.27,120.45,1
536,2022-11-25,West,Clothing,122.7,19,3275.71,115.0,136.96,2163.91,510.79,0
537,2022-02-19,East,Electronics,204.53,11,1866.33,106.85,185.76,2061.36,264.87,0
538,2022-04-16,North,Grocery,257.26,4,4888.67,111.75,273.67,1045.07,249.38,1
539,2022-12-05,East,Grocery,492.74,2,2228.37,97.86,516.14,1018.06,328.09,1
540,2022-01-16,West,Furniture,108.75,11,1466.8,85.17,91.33,1220.93,377.91,1
541,2022-04-05,North,Clothing,240.77,11,4960.62,91.76,212.87,2788.98,1065.9,1
542,2022-10-07,North,Grocery,260.7,19,717.18,119.17,278.83,5297.01,2003.69,1
543,2022-10-10,East,Grocery,301.18,2,3852.56,80.22,241.1,587.67,208.98,0
544,2022-04-06,South,Grocery,120.87,10,1243.33,105.01,132.82,1140.73,401.0,0
545,2022-07-27,South,Grocery,114.04,18,320.48,109.37,106.81,2043.97,430.95,0
546,2022-03-14,North,Grocery,238.02,9,3151.39,112.27,270.58,2134.73,516.37,0
547,2022-05-04,East,Clothing,364.88,2,3352.74,118.61,299.27,786.75,264.69,1
548,2022-05-05,South,Furniture,22.1,10,2778.81,113.59,18.8,234.22,63.51,1
549,2022-05-30,South,Furniture,80.21,4,4958.12,109.07,89.34,352.56,121.21,1
550,2022-04-06,East,Electronics,341.42,4,3110.98,103.25,307.77,1435.68,593.97,1
551,2022-05-29,East,Furniture,320.52,14,2267.6,81.7,344.19,4848.67,1404.91,1
552,2022-11-13,South,Grocery,177.94,15,562.65,113.26,207.72,2749.03,1092.37,1
553,2022-12-09,West,Electronics,367.18,14,679.27,80.0,398.34,4993.09,1647.14,0
554,2022-07-09,East,Grocery,274.75,8,4482.58,112.94,318.57,2221.32,545.47,1
555,2022-04-05,East,Furniture,196.19,13,4945.29,89.03,187.55,2540.29,939.61,0
556,2022-04-06,East,Clothing,96.68,15,4886.29,96.19,80.73,1324.26,195.63,0
557,2022-07-12,West,Electronics,166.81,15,1659.69,99.56,190.8,2548.39,699.44,1
558,2022-06-10,East,Furniture,319.87,3,3366.42,84.78,329.17,912.94,182.84,0
559,2022-08-31,West,Electronics,254.98,6,553.25,111.21,272.7,1611.73,599.7,1
560,2022-04-21,South,Clothing,312.38,11,1061.6,85.02,370.3,3166.83,776.27,0
561,2022-10-26,West,Electronics,146.14,9,521.56,82.28,123.08,1337.81,405.44,1
562,2022-09-24,North,Clothing,322.51,11,303.74,99.93,346.93,3371.86,1024.93,0
563,2022-08-08,South,Clothing,449.99,8,2769.38,85.43,520.84,3293.65,480.16,0
564,2022-11-20,South,Electronics,103.07,6,2826.68,94.34,120.03,559.16,149.06,0
565,2022-09-26,South,Furniture,385.6,4,2040.09,110.25,378.53,1515.33,301.55,0
566,2022-08-03,North,Electronics,397.11,18,2964.26,118.77,377.7,6521.82,1748.0,0
567,2022-06-13,South,Electronics,91.37,3,3324.7,119.91,89.6,266.13,79.71,0
568,2022-03-20,West,Furniture,231.52,19,100.91,104.56,242.3,4361.49,1372.9,0
569,2022-11-16,North,Electronics,408.72,10,3679.41,85.41,359.29,3826.08,1159.18,0
570,2022-11-02,East,Grocery,206.72,1,721.44,95.67,178.82,216.41,83.74,1
571,2022-08-06,East,Electronics,115.31,7,3016.63,114.88,118.86,782.22,168.29,0
572,2022-09-01,South,Furniture,48.85,14,826.97,86.88,56.25,691.84,162.54,1
573,2022-01-31,North,Electronics,301.88,17,2665.95,92.76,298.25,5134.57,1849.29,1
574,2022-10-05,East,Grocery,243.65,12,4587.36,94.39,224.84,2745.58,594.53,0
575,2022-12-12,South,Grocery,485.76,13,2031.27,104.13,544.38,6276.39,1953.65,0
576,2022-09-11,West,Furniture,468.61,10,2458.26,112.39,553.06,4238.16,505.67,0
577,2022-11-28,West,Clothing,409.05,1,2877.77,94.06,427.11,370.12,115.16,0
578,2022-10-01,South,Grocery,303.74,11,2350.72,110.09,353.01,3565.2,1428.98,1
579,2022-01-11,North,Clothing,414.91,18,1395.91,100.14,343.23,7047.37,1169.24,0
580,2022-01-25,South,Electronics,228.24,16,4344.83,86.59,220.49,3297.11,756.66,0
581,2022-05-30,North,Grocery,39.2,5,3842.09,100.94,34.91,202.52,81.78,1
582,2022-05-03,West,Furniture,90.05,19,3737.24,89.77,93.58,1671.63,352.56,0
583,2022-12-15,South,Electronics,246.81,8,1426.04,87.77,244.29,1779.96,585.06,0
584,2022-05-16,West,Furniture,291.19,13,4973.45,88.07,263.02,3492.94,526.94,0
585,2022-11-23,North,Clothing,31.59,9,4523.54,101.0,30.98,274.69,70.58,0
586,2022-07-19,East,Furniture,155.34,18,932.45,85.08,131.93,2806.5,991.35,1
587,2022-10-06,South,Clothing,494.86,15,3671.05,81.88,579.59,6815.88,1937.72,0
588,2022-11-11,East,Electronics,12.05,19,1722.62,110.64,11.64,235.99,72.05,1
589,2022-03-09,West,Grocery,96.77,2,303.0,118.71,98.7,211.47,90.9,1
590,2022-09-26,West,Furniture,93.06,18,4007.82,107.1,94.8,1666.68,352.65,0
591,2022-04-24,South,Furniture,317.6,11,4234.4,93.0,341.39,3816.08,1209.73,1
592,2022-08-04,West,Grocery,205.67,19,3724.45,104.49,165.91,3669.23,691.14,0
593,2022-08-08,East,Clothing,215.81,1,4179.8,112.17,247.44,196.8,37.45,0
594,2022-04-08,South,Furniture,329.61,8,2788.08,96.11,332.2,2898.78,1245.32,1
595,2022-06-22,West,Furniture,75.17,12,3677.85,102.87,73.19,834.9,219.84,0
596,2022-05-14,North,Electronics,184.17,11,3533.56,103.56,216.48,1964.98,650.71,0
597,2022-11-09,South,Electronics,107.42,13,1200.55,82.77,121.49,1327.89,357.91,0
598,2022-12-06,North,Grocery,352.68,9,3749.21,96.5,309.76,3182.45,1195.15,1
599,2022-06-26,East,Furniture,75.26,5,4568.6,82.44,81.1,352.42,102.63,0
600,2022-10-24,South,Furniture,253.16,6,547.41,92.75,213.13,1406.12,320.42,0
601,2022-08-13,East,Electronics,54.8,18,3600.63,94.47,46.59,937.74,219.27,0
602,2022-06-02,West,Furniture,21.06,11,2981.66,92.64,22.13,245.91,78.6,1
603,2022-07-01,East,Electronics,457.39,1,1704.36,86.58,399.06,483.98,174.35,1
604,2022-12-11,North,Furniture,282.02,6,2989.3,82.7,319.42,1582.89,322.94,0
605,2022-01-10,South,Electronics,263.86,18,1488.09,96.01,296.77,4287.67,821.16,0
606,2022-01-09,West,Furniture,161.31,4,1403.39,93.31,165.02,671.97,199.31,1
607,2022-03-20,South,Clothing,334.88,2,4098.79,80.76,366.49,630.71,211.04,0
